---Collected Data after WordsCount---
Word: drawingroom -> Occurrence: 6
Word: writers -> Occurrence: 2
Word: allowed -> Occurrence: 3
Word: proposing -> Occurrence: 2
Word: accepting -> Occurrence: 3
Word: condescend -> Occurrence: 2
Word: accept -> Occurrence: 16
Word: job -> Occurrence: 4
Word: troubles -> Occurrence: 4
Word: mdiary -> Occurrence: 1
Word: agitated -> Occurrence: 1
Word: agonising -> Occurrence: 4
Word: emptiness -> Occurrence: 2
Word: clue -> Occurrence: 18
Word: dressinggown -> Occurrence: 3
Word: nightdress -> Occurrence: 4
Word: sittingroom -> Occurrence: 3
Word: evergrowing -> Occurrence: 1
Word: chilling -> Occurrence: 1
Word: happen -> Occurrence: 13
Word: overmastering -> Occurrence: 1
Word: shawl -> Occurrence: 3
Word: striking -> Occurrence: 3
Word: terrace -> Occurrence: 2
Word: figure -> Occurrence: 22
Word: feari -> Occurrence: 1
Word: whichof -> Occurrence: 1
Word: fleeting -> Occurrence: 1
Word: diorama -> Occurrence: 1
Word: marys -> Occurrence: 4
Word: ruins -> Occurrence: 1
Word: swordcut -> Occurrence: 1
Word: expectation -> Occurrence: 4
Word: disappointed -> Occurrence: 2
Word: halfreclining -> Occurrence: 2
Word: beast -> Occurrence: 6
Word: glance -> Occurrence: 7
Word: fishmarket -> Occurrence: 1
Word: witness -> Occurrence: 2
Word: condition -> Occurrence: 15
Word: toiled -> Occurrence: 1
Word: weighted -> Occurrence: 2
Word: joint -> Occurrence: 1
Word: rusty -> Occurrence: 7
Word: distinguish -> Occurrence: 3
Word: spells -> Occurrence: 6
Word: undoubtedly -> Occurrence: 2
Word: brilliantly -> Occurrence: 1
Word: reclining -> Occurrence: 2
Word: breathingnot -> Occurrence: 1
Word: gasps -> Occurrence: 3
Word: lungs -> Occurrence: 4
Word: collar -> Occurrence: 2
Word: unclad -> Occurrence: 2
Word: safetypin -> Occurrence: 3
Word: pinched -> Occurrence: 2
Word: pricked -> Occurrence: 1
Word: quieter -> Occurrence: 1
Word: wrapped -> Occurrence: 3
Word: respond -> Occurrence: 2
Word: moaning -> Occurrence: 3
Word: sighing -> Occurrence: 1
Word: reasons -> Occurrence: 7
Word: realise -> Occurrence: 8
Word: wakes -> Occurrence: 2
Word: prettily -> Occurrence: 1
Word: appalled -> Occurrence: 5
Word: obedience -> Occurrence: 8
Word: insist -> Occurrence: 3
Word: puddle -> Occurrence: 2
Word: remaining -> Occurrence: 5
Word: daubed -> Occurrence: 1
Word: mud -> Occurrence: 1
Word: fortune -> Occurrence: 7
Word: favoured -> Occurrence: 1
Word: sober -> Occurrence: 2
Word: wynds -> Occurrence: 1
Word: scotland -> Occurrence: 2
Word: suffer -> Occurrence: 9
Word: exposure -> Occurrence: 1
Word: reputation -> Occurrence: 1
Word: prayer -> Occurrence: 4
Word: thankfulness -> Occurrence: 2
Word: askedeven -> Occurrence: 1
Word: imploredme -> Occurrence: 1
Word: hesitated -> Occurrence: 3
Word: fret -> Occurrence: 3
Word: distortednay -> Occurrence: 1
Word: infallibly -> Occurrence: 2
Word: wouldin -> Occurrence: 1
Word: leak -> Occurrence: 1
Word: wiser -> Occurrence: 1
Word: wrist -> Occurrence: 8
Word: reflex -> Occurrence: 1
Word: noonall -> Occurrence: 1
Word: harmed -> Occurrence: 2
Word: contrary -> Occurrence: 1
Word: benefited -> Occurrence: 1
Word: clumsiness -> Occurrence: 1
Word: loose -> Occurrence: 6
Word: transfixed -> Occurrence: 1
Word: pinpricks -> Occurrence: 1
Word: apologised -> Occurrence: 2
Word: scar -> Occurrence: 16
Word: tiny -> Occurrence: 9
Word: nightwe -> Occurrence: 1
Word: cliffpath -> Occurrence: 1
Word: joining -> Occurrence: 1
Word: gate -> Occurrence: 10
Word: strolled -> Occurrence: 5
Word: casino -> Occurrence: 1
Word: spohr -> Occurrence: 1
Word: mackenzie -> Occurrence: 2
Word: restful -> Occurrence: 1
Word: augustmy -> Occurrence: 1
Word: expectations -> Occurrence: 1
Word: chirping -> Occurrence: 1
Word: snuggled -> Occurrence: 1
Word: succeeded -> Occurrence: 6
Word: alter -> Occurrence: 1
Word: bearable -> Occurrence: 1
Word: blind -> Occurrence: 17
Word: skymerged -> Occurrence: 1
Word: mysterywas -> Occurrence: 1
Word: flitted -> Occurrence: 3
Word: bat -> Occurrence: 10
Word: whirling -> Occurrence: 4
Word: circles -> Occurrence: 1
Word: peacefully -> Occurrence: 2
Word: auguston -> Occurrence: 1
Word: remark -> Occurrence: 3
Word: setting -> Occurrence: 5
Word: dropping -> Occurrence: 2
Word: bathe -> Occurrence: 1
Word: rosy -> Occurrence: 4
Word: murmured -> Occurrence: 3
Word: apropos -> Occurrence: 1
Word: slewed -> Occurrence: 1
Word: seeming -> Occurrence: 7
Word: stare -> Occurrence: 3
Word: halfdreamy -> Occurrence: 1
Word: whereon -> Occurrence: 5
Word: dispelled -> Occurrence: 2
Word: illusion -> Occurrence: 1
Word: refraction -> Occurrence: 1
Word: refer -> Occurrence: 1
Word: headache -> Occurrence: 1
Word: stroll -> Occurrence: 1
Word: westward -> Occurrence: 3
Word: sadness -> Occurrence: 3
Word: homeit -> Occurrence: 1
Word: seeni -> Occurrence: 1
Word: handkerchief -> Occurrence: 4
Word: waved -> Occurrence: 5
Word: goodsized -> Occurrence: 4
Word: upstairs -> Occurrence: 3
Word: warmly -> Occurrence: 4
Word: securely -> Occurrence: 2
Word: paler -> Occurrence: 3
Word: fretting -> Occurrence: 1
Word: augustrose -> Occurrence: 1
Word: languid -> Occurrence: 3
Word: arthurs -> Occurrence: 13
Word: grieved -> Occurrence: 3
Word: deathwarrant -> Occurrence: 1
Word: months -> Occurrence: 4
Word: weakening -> Occurrence: 1
Word: affair -> Occurrence: 8
Word: augustno -> Occurrence: 1
Word: numbering -> Occurrence: 1
Word: fading -> Occurrence: 4
Word: eats -> Occurrence: 1
Word: enjoys -> Occurrence: 1
Word: roses -> Occurrence: 3
Word: gasping -> Occurrence: 1
Word: sits -> Occurrence: 4
Word: restore -> Occurrence: 8
Word: weak -> Occurrence: 20
Word: silently -> Occurrence: 7
Word: struggles -> Occurrence: 1
Word: unlucky -> Occurrence: 1
Word: prick -> Occurrence: 1
Word: larger -> Occurrence: 2
Word: faintly -> Occurrence: 2
Word: dots -> Occurrence: 2
Word: centres -> Occurrence: 1
Word: heal -> Occurrence: 1
Word: messrs -> Occurrence: 4
Word: carter -> Occurrence: 6
Word: paterson -> Occurrence: 4
Word: sirs -> Occurrence: 5
Word: herewith -> Occurrence: 4
Word: receive -> Occurrence: 4
Word: invoice -> Occurrence: 4
Word: northern -> Occurrence: 3
Word: delivered -> Occurrence: 6
Word: receipt -> Occurrence: 3
Word: kings -> Occurrence: 5
Word: labelled -> Occurrence: 1
Word: deposit -> Occurrence: 1
Word: consignment -> Occurrence: 2
Word: forming -> Occurrence: 1
Word: rough -> Occurrence: 11
Word: diagram -> Occurrence: 1
Word: recognise -> Occurrence: 3
Word: mansion -> Occurrence: 1
Word: delivery -> Occurrence: 3
Word: obliged -> Occurrence: 1
Word: teams -> Occurrence: 1
Word: forthwith -> Occurrence: 1
Word: destination -> Occurrence: 2
Word: obviate -> Occurrence: 1
Word: delays -> Occurrence: 2
Word: requirements -> Occurrence: 2
Word: payment -> Occurrence: 1
Word: departments -> Occurrence: 1
Word: enclose -> Occurrence: 2
Word: cheque -> Occurrence: 3
Word: pounds -> Occurrence: 2
Word: acknowledge -> Occurrence: 2
Word: difference -> Occurrence: 7
Word: proprietor -> Occurrence: 1
Word: duplicate -> Occurrence: 1
Word: bounds -> Occurrence: 1
Word: pressing -> Occurrence: 3
Word: utmost -> Occurrence: 9
Word: expedition -> Occurrence: 3
Word: faithfully -> Occurrence: 3
Word: beg -> Occurrence: 3
Word: d -> Occurrence: 8
Word: overplus -> Occurrence: 1
Word: shown -> Occurrence: 9
Word: receipted -> Occurrence: 1
Word: accordance -> Occurrence: 3
Word: parcel -> Occurrence: 5
Word: respectfully -> Occurrence: 1
Word: pro -> Occurrence: 2
Word: disturb -> Occurrence: 9
Word: sadly -> Occurrence: 6
Word: wanlooking -> Occurrence: 2
Word: cheerfulness -> Occurrence: 5
Word: morbid -> Occurrence: 1
Word: reticence -> Occurrence: 2
Word: reminded -> Occurrence: 4
Word: reminding -> Occurrence: 1
Word: tapped -> Occurrence: 1
Word: playfully -> Occurrence: 2
Word: heel -> Occurrence: 1
Word: boot -> Occurrence: 1
Word: communicative -> Occurrence: 1
Word: humour -> Occurrence: 5
Word: dreamed -> Occurrence: 1
Word: puckered -> Occurrence: 2
Word: arthuri -> Occurrence: 1
Word: habitsays -> Occurrence: 1
Word: halfdreaming -> Occurrence: 1
Word: recall -> Occurrence: 6
Word: spoti -> Occurrence: 1
Word: somethingi -> Occurrence: 1
Word: fish -> Occurrence: 2
Word: howlingthe -> Occurrence: 1
Word: onceas -> Occurrence: 1
Word: sinking -> Occurrence: 6
Word: singing -> Occurrence: 4
Word: drowning -> Occurrence: 1
Word: float -> Occurrence: 1
Word: earthquake -> Occurrence: 1
Word: breathlessly -> Occurrence: 3
Word: subjects -> Occurrence: 4
Word: braced -> Occurrence: 2
Word: augustjoy -> Occurrence: 1
Word: nurse -> Occurrence: 6
Word: bosom -> Occurrence: 5
Word: mapped -> Occurrence: 1
Word: trunk -> Occurrence: 2
Word: sister -> Occurrence: 9
Word: agatha -> Occurrence: 5
Word: hospital -> Occurrence: 5
Word: joseph -> Occurrence: 4
Word: ste -> Occurrence: 3
Word: mary -> Occurrence: 4
Word: wilhelmina -> Occurrence: 3
Word: madam -> Occurrence: 91
Word: suffering -> Occurrence: 6
Word: fever -> Occurrence: 8
Word: convey -> Occurrence: 2
Word: dutiful -> Occurrence: 1
Word: respects -> Occurrence: 1
Word: sanatorium -> Occurrence: 1
Word: pay -> Occurrence: 6
Word: staying -> Occurrence: 2
Word: blessings -> Occurrence: 5
Word: smy -> Occurrence: 1
Word: shockso -> Occurrence: 1
Word: doctorand -> Occurrence: 1
Word: delirium -> Occurrence: 1
Word: ravings -> Occurrence: 4
Word: poison -> Occurrence: 5
Word: ghosts -> Occurrence: 1
Word: illness -> Occurrence: 10
Word: klausenburg -> Occurrence: 1
Word: stationmaster -> Occurrence: 4
Word: shouting -> Occurrence: 1
Word: ticket -> Occurrence: 2
Word: demeanour -> Occurrence: 1
Word: furthest -> Occurrence: 1
Word: thither -> Occurrence: 2
Word: gentleness -> Occurrence: 1
Word: safetys -> Occurrence: 1
Word: auguststrange -> Occurrence: 1
Word: sniff -> Occurrence: 1
Word: knowing -> Occurrence: 16
Word: encouraged -> Occurrence: 2
Word: respectful -> Occurrence: 3
Word: servile -> Occurrence: 2
Word: haughty -> Occurrence: 1
Word: thinks -> Occurrence: 9
Word: religious -> Occurrence: 3
Word: squalls -> Occurrence: 1
Word: combination -> Occurrence: 3
Word: sublime -> Occurrence: 2
Word: selffeeling -> Occurrence: 1
Word: infinitesimal -> Occurrence: 1
Word: distinctions -> Occurrence: 1
Word: paltry -> Occurrence: 1
Word: omnipotent -> Occurrence: 1
Word: madmen -> Occurrence: 7
Word: taketh -> Occurrence: 1
Word: created -> Occurrence: 1
Word: sees -> Occurrence: 4
Word: eagle -> Occurrence: 1
Word: pretend -> Occurrence: 3
Word: strict -> Occurrence: 4
Word: shifty -> Occurrence: 2
Word: attendants -> Occurrence: 13
Word: resignedly -> Occurrence: 1
Word: lacklustre -> Occurrence: 1
Word: apathy -> Occurrence: 1
Word: assumed -> Occurrence: 1
Word: failed -> Occurrence: 4
Word: length -> Occurrence: 7
Word: testily -> Occurrence: 1
Word: bother -> Occurrence: 1
Word: pin -> Occurrence: 1
Word: filling -> Occurrence: 1
Word: columns -> Occurrence: 1
Word: enigmatically -> Occurrence: 1
Word: bridemaidens -> Occurrence: 1
Word: bride -> Occurrence: 3
Word: draweth -> Occurrence: 1
Word: maidens -> Occurrence: 1
Word: shine -> Occurrence: 5
Word: obstinately -> Occurrence: 1
Word: chloral -> Occurrence: 2
Word: modern -> Occurrence: 1
Word: morpheuschclo -> Occurrence: 1
Word: ho -> Occurrence: 6
Word: grow -> Occurrence: 21
Word: dishonour -> Occurrence: 6
Word: mixing -> Occurrence: 1
Word: laterglad -> Occurrence: 1
Word: resolution -> Occurrence: 11
Word: gladder -> Occurrence: 1
Word: tossing -> Occurrence: 1
Word: strike -> Occurrence: 8
Word: nightwatchman -> Occurrence: 1
Word: escaped -> Occurrence: 7
Word: roaming -> Occurrence: 1
Word: dangerously -> Occurrence: 1
Word: observationtrap -> Occurrence: 1
Word: wrenched -> Occurrence: 1
Word: nightgear -> Occurrence: 1
Word: bulky -> Occurrence: 2
Word: unhurt -> Occurrence: 2
Word: separates -> Occurrence: 1
Word: watchman -> Occurrence: 1
Word: ladder -> Occurrence: 1
Word: dropped -> Occurrence: 4
Word: renfields -> Occurrence: 9
Word: disappearing -> Occurrence: 1
Word: ironbound -> Occurrence: 2
Word: chasing -> Occurrence: 1
Word: errant -> Occurrence: 1
Word: swarm -> Occurrence: 2
Word: bees -> Occurrence: 1
Word: escaping -> Occurrence: 3
Word: himthe -> Occurrence: 1
Word: bidding -> Occurrence: 4
Word: slave -> Occurrence: 2
Word: reward -> Occurrence: 4
Word: worshipped -> Occurrence: 1
Word: afar -> Occurrence: 5
Word: commands -> Occurrence: 1
Word: distribution -> Occurrence: 2
Word: beggar -> Occurrence: 2
Word: loaves -> Occurrence: 1
Word: fishes -> Occurrence: 1
Word: believes -> Occurrence: 3
Word: manias -> Occurrence: 1
Word: tiger -> Occurrence: 5
Word: paroxysm -> Occurrence: 3
Word: determination -> Occurrence: 3
Word: caged -> Occurrence: 1
Word: sheppard -> Occurrence: 1
Word: straitwaistcoat -> Occurrence: 7
Word: restrained -> Occurrence: 2
Word: chained -> Occurrence: 1
Word: padded -> Occurrence: 4
Word: silences -> Occurrence: 2
Word: murder -> Occurrence: 6
Word: coherent -> Occurrence: 1
Word: comingcomingcoming -> Occurrence: 1
Word: hint -> Occurrence: 7
Word: ix -> Occurrence: 1
Word: hull -> Occurrence: 1
Word: hamburg -> Occurrence: 1
Word: nursing -> Occurrence: 1
Word: weaklooking -> Occurrence: 1
Word: dignity -> Occurrence: 4
Word: born -> Occurrence: 1
Word: raved -> Occurrence: 2
Word: vocation -> Occurrence: 1
Word: troubled -> Occurrence: 5
Word: mention -> Occurrence: 4
Word: owes -> Occurrence: 1
Word: mortal -> Occurrence: 8
Word: treat -> Occurrence: 2
Word: jealous -> Occurrence: 3
Word: bedside -> Occurrence: 4
Word: coat -> Occurrence: 8
Word: itfor -> Occurrence: 1
Word: troublebut -> Occurrence: 1
Word: solemnly -> Occurrence: 16
Word: wilhelminai -> Occurrence: 1
Word: himyou -> Occurrence: 1
Word: spin -> Occurrence: 2
Word: formalities -> Occurrence: 3
Word: recorded -> Occurrence: 2
Word: superior -> Occurrence: 2
Word: wedding -> Occurrence: 4
Word: chaplain -> Occurrence: 2
Word: awakes -> Occurrence: 2
Word: propped -> Occurrence: 1
Word: pillows -> Occurrence: 2
Word: firmly -> Occurrence: 3
Word: strongly -> Occurrence: 5
Word: choke -> Occurrence: 3
Word: responsibilities -> Occurrence: 1
Word: husbandoh -> Occurrence: 1
Word: husbandleft -> Occurrence: 1
Word: ribbon -> Occurrence: 2
Word: knot -> Occurrence: 1
Word: sealingwax -> Occurrence: 1
Word: outward -> Occurrence: 1
Word: wifes -> Occurrence: 4
Word: win -> Occurrence: 4
Word: mixes -> Occurrence: 1
Word: pledge -> Occurrence: 2
Word: privilege -> Occurrence: 8
Word: schoolroom -> Occurrence: 1
Word: prepare -> Occurrence: 7
Word: whither -> Occurrence: 7
Word: almighty -> Occurrence: 5
Word: promises -> Occurrence: 1
Word: forgetting -> Occurrence: 3
Word: distrust -> Occurrence: 3
Word: wakingi -> Occurrence: 1
Word: everloving -> Occurrence: 1
Word: oceans -> Occurrence: 1
Word: restored -> Occurrence: 7
Word: cormorant -> Occurrence: 1
Word: stirred -> Occurrence: 2
Word: fat -> Occurrence: 2
Word: drives -> Occurrence: 1
Word: rowing -> Occurrence: 1
Word: tennis -> Occurrence: 1
Word: nonsense -> Occurrence: 4
Word: smother -> Occurrence: 1
Word: swe -> Occurrence: 1
Word: cessation -> Occurrence: 1
Word: murmuring -> Occurrence: 1
Word: suffused -> Occurrence: 1
Word: pleadingi -> Occurrence: 1
Word: cringingsoftness -> Occurrence: 1
Word: furtively -> Occurrence: 1
Word: hurting -> Occurrence: 1
Word: dissociated -> Occurrence: 1
Word: stupendous -> Occurrence: 1
Word: wellbeing -> Occurrence: 2
Word: offer -> Occurrence: 2
Word: fullgrown -> Occurrence: 1
Word: tempt -> Occurrence: 1
Word: swooned -> Occurrence: 1
Word: coma -> Occurrence: 1
Word: happenedviolent -> Occurrence: 1
Word: moonrise -> Occurrence: 1
Word: unexpected -> Occurrence: 4
Word: happens -> Occurrence: 1
Word: disraeli -> Occurrence: 1
Word: cage -> Occurrence: 4
Word: arrangements -> Occurrence: 5
Word: quietness -> Occurrence: 1
Word: reasonable -> Occurrence: 3
Word: bonds -> Occurrence: 1
Word: orders -> Occurrence: 2
Word: souls -> Occurrence: 21
Word: appreciate -> Occurrence: 1
Word: lateranother -> Occurrence: 2
Word: artfully -> Occurrence: 1
Word: inspect -> Occurrence: 1
Word: dashed -> Occurrence: 6
Word: redoubled -> Occurrence: 2
Word: instinctively -> Occurrence: 14
Word: bats -> Occurrence: 6
Word: flit -> Occurrence: 3
Word: calmer -> Occurrence: 1
Word: ominous -> Occurrence: 1
Word: westenras -> Occurrence: 8
Word: hillingham -> Occurrence: 9
Word: talks -> Occurrence: 1
Word: hadnt -> Occurrence: 6
Word: worry -> Occurrence: 4
Word: twelve -> Occurrence: 6
Word: waked -> Occurrence: 12
Word: doze -> Occurrence: 3
Word: scratching -> Occurrence: 1
Word: pains -> Occurrence: 1
Word: albemarle -> Occurrence: 1
Word: daughter -> Occurrence: 7
Word: spokendisease -> Occurrence: 1
Word: heartthough -> Occurrence: 1
Word: preying -> Occurrence: 4
Word: distracted -> Occurrence: 1
Word: pang -> Occurrence: 2
Word: demurred -> Occurrence: 2
Word: firsti -> Occurrence: 1
Word: fellowshe -> Occurrence: 1
Word: consented -> Occurrence: 2
Word: hesitate -> Occurrence: 4
Word: consult -> Occurrence: 9
Word: summoned -> Occurrence: 4
Word: tonights -> Occurrence: 3
Word: wire -> Occurrence: 10
Word: functional -> Occurrence: 2
Word: disturbance -> Occurrence: 4
Word: appearance -> Occurrence: 6
Word: woefully -> Occurrence: 1
Word: medical -> Occurrence: 3
Word: custom -> Occurrence: 2
Word: conclusions -> Occurrence: 5
Word: propose -> Occurrence: 4
Word: prevent -> Occurrence: 7
Word: guesses -> Occurrence: 1
Word: lunched -> Occurrence: 1
Word: ourselves -> Occurrence: 22
Word: boudoir -> Occurrence: 2
Word: mask -> Occurrence: 1
Word: advantage -> Occurrence: 3
Word: reaction -> Occurrence: 6
Word: diagnosis -> Occurrence: 1
Word: loathe -> Occurrence: 2
Word: doctors -> Occurrence: 10
Word: grievously -> Occurrence: 1
Word: choose -> Occurrence: 7
Word: bloodless -> Occurrence: 1
Word: stiff -> Occurrence: 2
Word: cord -> Occurrence: 1
Word: slight -> Occurrence: 4
Word: drops -> Occurrence: 4
Word: analysed -> Occurrence: 1
Word: qualitative -> Occurrence: 1
Word: analysis -> Occurrence: 1
Word: infer -> Occurrence: 1
Word: vigorous -> Occurrence: 1
Word: mental -> Occurrence: 7
Word: complains -> Occurrence: 1
Word: satisfactorily -> Occurrence: 1
Word: lethargic -> Occurrence: 4
Word: assures -> Occurrence: 1
Word: professor -> Occurrence: 155
Word: van -> Occurrence: 321
Word: helsing -> Occurrence: 299
Word: amsterdam -> Occurrence: 13
Word: obscure -> Occurrence: 2
Word: diseases -> Occurrence: 3
Word: relations -> Occurrence: 3
Word: arbitrary -> Occurrence: 1
Word: philosopher -> Occurrence: 1
Word: metaphysician -> Occurrence: 1
Word: scientists -> Occurrence: 2
Word: icebrook -> Occurrence: 1
Word: indomitable -> Occurrence: 1
Word: selfcommand -> Occurrence: 2
Word: toleration -> Occurrence: 1
Word: exalted -> Occurrence: 1
Word: virtues -> Occurrence: 1
Word: kindliest -> Occurrence: 1
Word: truest -> Occurrence: 3
Word: beatsthese -> Occurrence: 1
Word: equipment -> Occurrence: 2
Word: mankindwork -> Occurrence: 1
Word: allembracing -> Occurrence: 1
Word: stores -> Occurrence: 1
Word: alarm -> Occurrence: 3
Word: repetition -> Occurrence: 1
Word: abraham -> Occurrence: 4
Word: ph -> Occurrence: 1
Word: holds -> Occurrence: 4
Word: swiftly -> Occurrence: 3
Word: gangrene -> Occurrence: 1
Word: slip -> Occurrence: 3
Word: aids -> Occurrence: 2
Word: arrange -> Occurrence: 9
Word: discretion -> Occurrence: 1
Word: lunching -> Occurrence: 2
Word: jesting -> Occurrence: 1
Word: jest -> Occurrence: 2
Word: cup -> Occurrence: 6
Word: plainly -> Occurrence: 2
Word: visit -> Occurrence: 15
Word: descriptive -> Occurrence: 1
Word: article -> Occurrence: 1
Word: daily -> Occurrence: 5
Word: telegraph -> Occurrence: 7
Word: smuts -> Occurrence: 1
Word: brows -> Occurrence: 8
Word: chat -> Occurrence: 3
Word: infinite -> Occurrence: 7
Word: geniality -> Occurrence: 1
Word: pretense -> Occurrence: 1
Word: animation -> Occurrence: 2
Word: reality -> Occurrence: 10
Word: suavely -> Occurrence: 1
Word: pouf -> Occurrence: 2
Word: snapped -> Occurrence: 1
Word: heand -> Occurrence: 1
Word: particular -> Occurrence: 8
Word: fails -> Occurrence: 1
Word: remind -> Occurrence: 1
Word: ofknow -> Occurrence: 1
Word: madams -> Occurrence: 2
Word: rewards -> Occurrence: 1
Word: bestow -> Occurrence: 1
Word: sorrows -> Occurrence: 3
Word: causes -> Occurrence: 4
Word: cigarette -> Occurrence: 1
Word: garden -> Occurrence: 2
Word: whiles -> Occurrence: 3
Word: agree -> Occurrence: 5
Word: conditions -> Occurrence: 6
Word: maid -> Occurrence: 6
Word: diseasefor -> Occurrence: 1
Word: diseaseinterest -> Occurrence: 1
Word: rallying -> Occurrence: 1
Word: overanxious -> Occurrence: 2
Word: septemberzophagous -> Occurrence: 1
Word: outburst -> Occurrence: 2
Word: stroke -> Occurrence: 5
Word: symptoms -> Occurrence: 1
Word: melancholy -> Occurrence: 1
Word: appalling -> Occurrence: 3
Word: attending -> Occurrence: 2
Word: dinnerhour -> Occurrence: 1
Word: dull -> Occurrence: 3
Word: sullen -> Occurrence: 3
Word: woebegone -> Occurrence: 1
Word: indicate -> Occurrence: 1
Word: directly -> Occurrence: 3
Word: contented -> Occurrence: 4
Word: capture -> Occurrence: 2
Word: nailmarks -> Occurrence: 1
Word: ridges -> Occurrence: 2
Word: padding -> Occurrence: 1
Word: humble -> Occurrence: 5
Word: cringing -> Occurrence: 1
Word: reaping -> Occurrence: 1
Word: harvest -> Occurrence: 1
Word: argue -> Occurrence: 6
Word: supply -> Occurrence: 3
Word: fathom -> Occurrence: 1
Word: midnightanother -> Occurrence: 1
Word: yelling -> Occurrence: 1
Word: smoky -> Occurrence: 1
Word: inky -> Occurrence: 1
Word: marvellous -> Occurrence: 1
Word: sternness -> Occurrence: 3
Word: misery -> Occurrence: 6
Word: desolate -> Occurrence: 4
Word: endure -> Occurrence: 3
Word: disc -> Occurrence: 2
Word: frenzied -> Occurrence: 2
Word: inert -> Occurrence: 1
Word: intellectual -> Occurrence: 4
Word: recuperative -> Occurrence: 2
Word: signalled -> Occurrence: 3
Word: brushed -> Occurrence: 2
Word: crumbs -> Occurrence: 1
Word: flybox -> Occurrence: 1
Word: emptied -> Occurrence: 1
Word: rubbish -> Occurrence: 1
Word: paroxysms -> Occurrence: 1
Word: malign -> Occurrence: 2
Word: naturesas -> Occurrence: 1
Word: septemberpatient -> Occurrence: 2
Word: improved -> Occurrence: 2
Word: septemberterrible -> Occurrence: 1
Word: x -> Occurrence: 2
Word: arisen -> Occurrence: 1
Word: professionally -> Occurrence: 1
Word: specialist -> Occurrence: 1
Word: conjointly -> Occurrence: 1
Word: alarming -> Occurrence: 1
Word: unduly -> Occurrence: 1
Word: disastrous -> Occurrence: 1
Word: hedged -> Occurrence: 1
Word: granted -> Occurrence: 2
Word: septemberthe -> Occurrence: 2
Word: liverpool -> Occurrence: 2
Word: inasmuch -> Occurrence: 1
Word: discreetly -> Occurrence: 2
Word: toothe -> Occurrence: 1
Word: restwhere -> Occurrence: 1
Word: gather -> Occurrence: 5
Word: breed -> Occurrence: 1
Word: decision -> Occurrence: 3
Word: corn -> Occurrence: 7
Word: ripenedwhile -> Occurrence: 1
Word: milk -> Occurrence: 3
Word: motherearth -> Occurrence: 1
Word: paint -> Occurrence: 3
Word: husbandman -> Occurrence: 3
Word: blow -> Occurrence: 10
Word: chaff -> Occurrence: 1
Word: crop -> Occurrence: 1
Word: application -> Occurrence: 1
Word: lectures -> Occurrence: 2
Word: dig -> Occurrence: 1
Word: planted -> Occurrence: 1
Word: husbandry -> Occurrence: 1
Word: sown -> Occurrence: 2
Word: sprout -> Occurrence: 2
Word: casebook -> Occurrence: 1
Word: practise -> Occurrence: 2
Word: bemind -> Occurrence: 1
Word: beof -> Occurrence: 1
Word: kick -> Occurrence: 1
Word: beam -> Occurrence: 1
Word: counsel -> Occurrence: 4
Word: surmises -> Occurrence: 2
Word: failure -> Occurrence: 1
Word: success -> Occurrence: 3
Word: described -> Occurrence: 6
Word: symptomsthe -> Occurrence: 1
Word: infinitely -> Occurrence: 1
Word: markedhe -> Occurrence: 1
Word: instruments -> Occurrence: 5
Word: drugs -> Occurrence: 1
Word: paraphernalia -> Occurrence: 1
Word: beneficial -> Occurrence: 2
Word: healing -> Occurrence: 1
Word: craft -> Occurrence: 2
Word: alarmed -> Occurrence: 5
Word: beneficent -> Occurrence: 2
Word: moods -> Occurrence: 7
Word: ordained -> Occurrence: 2
Word: antidote -> Occurrence: 2
Word: ordered -> Occurrence: 6
Word: personaleven -> Occurrence: 1
Word: attacheddo -> Occurrence: 1
Word: dame -> Occurrence: 1
Word: gathers -> Occurrence: 1
Word: insensitive -> Occurrence: 1
Word: tissue -> Occurrence: 1
Word: condemn -> Occurrence: 2
Word: egoism -> Occurrence: 1
Word: deeper -> Occurrence: 6
Word: root -> Occurrence: 2
Word: phase -> Occurrence: 3
Word: spiritual -> Occurrence: 9
Word: pathology -> Occurrence: 1
Word: readily -> Occurrence: 3
Word: horrified -> Occurrence: 5
Word: chalkily -> Occurrence: 1
Word: prominently -> Occurrence: 1
Word: helsings -> Occurrence: 22
Word: marble -> Occurrence: 2
Word: converged -> Occurrence: 1
Word: motionless -> Occurrence: 1
Word: beckoned -> Occurrence: 4
Word: transfusion -> Occurrence: 9
Word: younger -> Occurrence: 5
Word: knock -> Occurrence: 10
Word: halldoor -> Occurrence: 3
Word: eager -> Occurrence: 8
Word: dad -> Occurrence: 1
Word: thankful -> Occurrence: 3
Word: professors -> Occurrence: 19
Word: interruption -> Occurrence: 1
Word: stalwart -> Occurrence: 2
Word: proportions -> Occurrence: 2
Word: recognised -> Occurrence: 6
Word: emanate -> Occurrence: 1
Word: fainting -> Occurrence: 3
Word: hers -> Occurrence: 10
Word: humorous -> Occurrence: 1
Word: detect -> Occurrence: 2
Word: origin -> Occurrence: 1
Word: thatnot -> Occurrence: 1
Word: nostril -> Occurrence: 1
Word: quivered -> Occurrence: 6
Word: slapped -> Occurrence: 1
Word: bewildered -> Occurrence: 6
Word: explaining -> Occurrence: 2
Word: perform -> Occurrence: 3
Word: bloodto -> Occurrence: 1
Word: mehere -> Occurrence: 1
Word: silencebut -> Occurrence: 1
Word: toil -> Occurrence: 2
Word: boy -> Occurrence: 13
